A,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
" wellbutrin saved my fucking lyfe dead ass itus how i finally got out of bed uufe0f so proud of you",20,38.60,15.86,43.37,25.77,20.00,15.00,75.00,45.00,15.00,15.00,10.00,0.00,5.00,0.00,0.00,0.00,0.00,15.00,0.00,15.00,10.00,0.00,5.00,5.00,0.00,5.00,0.00,0.00,10.00,5.00,5.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,5.00,0.00,5.00,0.00,10.00,0.00,5.00,0.00,5.00,0.00,5.00,0.00,0.00,10.00,0.00,5.00,5.00,0.00,0.00,5.00,0.00,0.00,5.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" my gp gave me a script for wellbutrin which my family historically has bad reactions to amp; told me to try it along with upping my iron turns out my ucdepressionud was anemia again and too much of my opioid painkillers i ended up not needing the wellbutrin and she was fine w it",54,56.91,13.32,69.58,25.77,54.00,12.96,77.78,55.56,22.22,16.67,14.81,0.00,0.00,1.85,0.00,5.56,3.70,14.81,5.56,3.70,3.70,1.85,16.67,1.85,0.00,1.85,0.00,1.85,3.70,1.85,1.85,0.00,0.00,0.00,7.41,1.85,0.00,1.85,0.00,7.41,0.00,1.85,1.85,1.85,0.00,1.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,1.85,1.85,1.85,0.00,1.85,9.26,5.56,0.00,11.11,1.85,3.70,5.56,0.00,1.85,1.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.85,0.00,0.00,0.00,1.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i have been on wellbutrin for about  weeks and the fog is finally lifting amp; i feel like myself again therapy has been good for me but these meds have been life changing all that to say fuck depression itus a liar",42,41.91,17.04,80.64,1.00,42.00,14.29,85.71,59.52,14.29,9.52,9.52,0.00,0.00,0.00,0.00,4.76,4.76,14.29,16.67,7.14,4.76,0.00,23.81,0.00,2.38,0.00,0.00,2.38,9.52,2.38,7.14,0.00,4.76,2.38,4.76,0.00,0.00,0.00,0.00,9.52,2.38,2.38,0.00,0.00,2.38,2.38,4.76,0.00,2.38,2.38,7.14,0.00,4.76,2.38,0.00,2.38,0.00,0.00,0.00,2.38,0.00,7.14,16.67,0.00,11.90,2.38,2.38,7.14,0.00,0.00,0.00,0.00,0.00,0.00,2.38,2.38,0.00,0.00,0.00,0.00,2.38,0.00,0.00,0.00,2.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" hi lizzieni regret not being able to help your friend but i have a similar inquiryni've been living outside lebanon for almost a year and i need to know about the availability of another antidepressant called buproprion (brandname wellbutrin) in beirutngood luck to us all",45,88.08,81.29,18.21,25.77,45.00,26.67,84.44,51.11,11.11,8.89,4.44,2.22,2.22,0.00,0.00,2.22,6.67,17.78,6.67,4.44,4.44,2.22,15.56,2.22,2.22,0.00,0.00,4.44,4.44,2.22,2.22,0.00,0.00,2.22,15.56,0.00,2.22,0.00,0.00,20.00,4.44,0.00,4.44,4.44,2.22,4.44,0.00,0.00,0.00,0.00,4.44,0.00,4.44,0.00,0.00,13.33,8.89,2.22,2.22,2.22,0.00,4.44,6.67,0.00,6.67,0.00,4.44,2.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.22,4.44,0.00
" i donut have a dick but i have experienced lack of sex drive and never being wet wellbutrin changed this for me have you done gene testing yet? ",28,5.89,7.67,74.76,25.77,28.00,14.29,89.29,60.71,17.86,14.29,10.71,0.00,3.57,0.00,0.00,3.57,3.57,7.14,17.86,7.14,7.14,3.57,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,0.00,0.00,0.00,0.00,14.29,0.00,3.57,3.57,0.00,3.57,3.57,7.14,0.00,0.00,3.57,7.14,3.57,0.00,7.14,0.00,3.57,0.00,0.00,0.00,0.00,3.57,7.14,14.29,0.00,14.29,7.14,0.00,7.14,3.57,0.00,0.00,0.00,0.00,0.00,3.57,3.57,0.00,0.00,0.00,0.00,3.57,0.00,0.00,0.00,0.00,3.57,0.00,0.00,0.00,0.00,0.00,0.00
" when i quit for good  yrs ago i did a combination of wellbutrin and nicotine patches never looked back good luck my friend ",23,24.89,9.62,94.19,99.00,23.00,17.39,78.26,47.83,13.04,13.04,13.04,0.00,0.00,0.00,0.00,0.00,4.35,8.70,4.35,13.04,8.70,4.35,13.04,0.00,0.00,4.35,0.00,0.00,13.04,13.04,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,8.70,0.00,0.00,0.00,4.35,4.35,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.74,4.35,4.35,0.00,13.04,0.00,13.04,0.00,0.00,17.39,0.00,4.35,17.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i love dating other mentally ill trans people ium out of wellbutrin? they gave me a weeks worth they canut sleep? have a trazadone nnthis is all theoretical of course i would never share prescription drugs uddudc",37,63.24,70.57,36.43,97.99,12.33,13.51,78.38,40.54,16.22,13.51,8.11,0.00,0.00,0.00,5.41,2.70,5.41,8.11,8.11,2.70,0.00,2.70,10.81,0.00,0.00,0.00,0.00,2.70,5.41,5.41,0.00,0.00,0.00,0.00,18.92,0.00,0.00,0.00,0.00,13.51,0.00,0.00,2.70,2.70,5.41,2.70,0.00,0.00,0.00,0.00,13.51,2.70,8.11,0.00,0.00,8.11,8.11,0.00,0.00,0.00,0.00,2.70,8.11,0.00,10.81,0.00,2.70,8.11,2.70,0.00,0.00,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.41,0.00,0.00,0.00,0.00,5.41,0.00,0.00,0.00,0.00,0.00,0.00
" so far wellbutrin has been great aside from the fact that i literally canut sleep at night despite taking my meds at am how the fuck does this shit linger all damn day",33,57.84,3.48,70.57,1.00,33.00,9.09,81.82,48.48,12.12,6.06,6.06,0.00,0.00,0.00,0.00,6.06,6.06,12.12,12.12,6.06,6.06,0.00,18.18,6.06,0.00,3.03,0.00,3.03,12.12,3.03,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,12.12,0.00,3.03,0.00,0.00,6.06,3.03,0.00,0.00,0.00,0.00,9.09,6.06,0.00,3.03,0.00,6.06,0.00,0.00,0.00,6.06,0.00,3.03,12.12,0.00,15.15,0.00,9.09,6.06,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i  started wellbutrin for depression a few months ago the impact it has made in managing my adhd is profound i wish my mom had lived to see me become a functional adult at ",34,80.67,18.88,91.95,1.76,34.00,17.65,85.29,50.00,17.65,14.71,14.71,0.00,0.00,0.00,0.00,2.94,8.82,11.76,11.76,0.00,0.00,0.00,26.47,2.94,0.00,0.00,0.00,2.94,2.94,0.00,2.94,0.00,0.00,2.94,5.88,2.94,0.00,2.94,0.00,8.82,2.94,2.94,2.94,0.00,0.00,0.00,2.94,2.94,0.00,0.00,2.94,0.00,2.94,0.00,0.00,2.94,0.00,0.00,2.94,0.00,0.00,14.71,11.76,2.94,14.71,0.00,5.88,8.82,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i've never tried wellbutrin but i am quite happy with lexapro good luck with whatever you end up deciding onnnthanks for being you i love getting my digital love and hugs from you and the gang you've made  not nearly as bad as it could have been",47,10.78,73.84,37.87,99.00,47.00,14.89,93.62,61.70,21.28,17.02,8.51,0.00,8.51,0.00,0.00,4.26,2.13,14.89,14.89,4.26,10.64,4.26,23.40,8.51,4.26,2.13,0.00,0.00,14.89,12.77,2.13,0.00,0.00,0.00,14.89,0.00,2.13,0.00,0.00,19.15,2.13,2.13,2.13,6.38,2.13,4.26,0.00,0.00,0.00,0.00,4.26,0.00,0.00,0.00,0.00,21.28,8.51,2.13,2.13,6.38,2.13,8.51,6.38,0.00,6.38,0.00,2.13,4.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.26,0.00,0.00
" i have anxdepress granted it is anecdotal but wellbutrin didnut help me ended up actually making me angry and made it hard to get out of rage stintsnnnever tried lexapro ium on sertraline (zoloft) right now and it has been doing me pretty well current world status aside",48,33.07,14.87,91.31,25.77,48.00,18.75,79.17,47.92,14.58,8.33,8.33,0.00,0.00,0.00,0.00,6.25,0.00,10.42,10.42,6.25,6.25,0.00,20.83,4.17,0.00,0.00,0.00,0.00,8.33,4.17,4.17,0.00,4.17,0.00,2.08,0.00,0.00,0.00,0.00,10.42,0.00,4.17,0.00,2.08,0.00,4.17,2.08,0.00,0.00,2.08,2.08,0.00,2.08,0.00,0.00,10.42,2.08,2.08,6.25,2.08,0.00,8.33,12.50,0.00,16.67,0.00,10.42,6.25,0.00,0.00,0.00,0.00,0.00,0.00,2.08,0.00,0.00,0.00,2.08,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00
" never tried lexapro but wellbutrin has been a godsend for my mental health i was on zoloft and it helped a little but welbutrin turned my life around",28,29.30,1.67,99.00,25.77,28.00,14.29,85.71,57.14,14.29,10.71,10.71,0.00,0.00,0.00,0.00,3.57,7.14,10.71,10.71,7.14,10.71,3.57,21.43,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.71,0.00,0.00,0.00,0.00,3.57,7.14,0.00,0.00,0.00,0.00,10.71,0.00,10.71,0.00,0.00,3.57,0.00,3.57,0.00,0.00,0.00,17.86,3.57,0.00,17.86,3.57,10.71,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i was on citalopram alone which was ok and after a couple years they added wellbutrin and it helped it seems to boost the effectiveness and even it all out all subjective of course but there was some dizziness at start (and at any dose change) but it went away quickly",51,64.67,34.73,95.79,25.77,51.00,11.76,92.16,54.90,13.73,3.92,1.96,0.00,0.00,0.00,1.96,9.80,3.92,15.69,5.88,3.92,11.76,0.00,13.73,3.92,1.96,1.96,0.00,11.76,3.92,1.96,1.96,0.00,0.00,1.96,1.96,0.00,0.00,0.00,0.00,17.65,3.92,3.92,0.00,5.88,3.92,3.92,0.00,0.00,0.00,0.00,3.92,0.00,3.92,0.00,0.00,1.96,0.00,0.00,0.00,1.96,0.00,11.76,3.92,0.00,21.57,5.88,9.80,7.84,1.96,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.00,1.96,0.00,0.00,3.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.92,0.00
" i have to put my wellbutrin in the same mental box as my insulin without it i'll die doesn't stop me from hating both at times but it makes things a bit easier most of the time uddudda",38,71.12,1.00,99.00,25.77,38.00,10.53,92.11,55.26,21.05,13.16,13.16,0.00,0.00,0.00,0.00,7.89,7.89,18.42,7.89,0.00,5.26,5.26,18.42,13.16,10.53,0.00,0.00,7.89,5.26,2.63,2.63,0.00,2.63,0.00,0.00,0.00,0.00,0.00,0.00,10.53,0.00,2.63,0.00,2.63,0.00,5.26,0.00,0.00,0.00,0.00,2.63,0.00,2.63,0.00,0.00,2.63,0.00,0.00,0.00,0.00,2.63,0.00,10.53,2.63,18.42,2.63,7.89,7.89,0.00,0.00,0.00,0.00,0.00,2.63,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00
" has anyone stayed on the same psych meds for a long time without issue? i find myself changing my anxiety medication once i hit the dosage limit but iuve been on wellbutrin for  years and i think itus still working?",40,78.30,4.01,99.00,2.89,20.00,15.00,87.50,47.50,15.00,12.50,12.50,0.00,0.00,0.00,0.00,2.50,7.50,12.50,5.00,2.50,5.00,2.50,17.50,2.50,2.50,0.00,2.50,0.00,2.50,0.00,2.50,2.50,0.00,0.00,2.50,0.00,0.00,0.00,0.00,15.00,5.00,2.50,0.00,2.50,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,5.00,7.50,0.00,22.50,5.00,10.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
" started on wellbutrin at  after suicidal ideation on and off every med i think since iuve gone long stretches without then had severe ppa after my son on lamictal now",30,97.53,15.86,99.00,1.03,30.00,23.33,80.00,50.00,6.67,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,30.00,3.33,3.33,6.67,3.33,13.33,6.67,6.67,0.00,0.00,3.33,3.33,0.00,3.33,0.00,0.00,0.00,3.33,3.33,0.00,0.00,3.33,13.33,3.33,3.33,0.00,0.00,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,6.67,3.33,46.67,3.33,23.33,20.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" mg of wellbutrin plus  mg of lexapro keep me from killing myself  mg of vyvanse with a topoff of  mg of adderall allow me to do my job and earn a living",32,99.00,10.58,7.84,1.42,32.00,15.62,71.88,53.12,12.50,12.50,12.50,0.00,0.00,0.00,0.00,0.00,6.25,28.12,3.12,0.00,6.25,0.00,9.38,0.00,0.00,0.00,0.00,0.00,3.12,0.00,3.12,0.00,3.12,0.00,0.00,0.00,0.00,0.00,0.00,3.12,0.00,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.12,0.00,3.12,0.00,0.00,9.38,0.00,3.12,3.12,6.25,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" it did at first but like not worth how much  u have to spend to keep up w ur addiction like my throat is fucked  best appetite suppressant iuve had is my wellbutrin and acv",35,36.68,19.58,43.37,25.77,35.00,11.43,88.57,57.14,14.29,11.43,5.71,0.00,5.71,0.00,0.00,2.86,0.00,17.14,14.29,2.86,8.57,2.86,22.86,2.86,8.57,2.86,2.86,2.86,5.71,2.86,2.86,0.00,2.86,0.00,2.86,0.00,0.00,0.00,0.00,8.57,0.00,2.86,0.00,0.00,0.00,5.71,0.00,0.00,0.00,0.00,11.43,2.86,2.86,2.86,2.86,11.43,0.00,5.71,8.57,2.86,2.86,8.57,14.29,0.00,8.57,0.00,5.71,2.86,0.00,0.00,0.00,5.71,0.00,0.00,8.57,2.86,5.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" today i havenn a scheduled therapy session that ium planning to actually attend this timen successfully gotten back on track with taking my wellbutrin so i can function and not get overwhelmed with workschool and shut downn a registered trademark nnwhat a day udeuddauddudc",44,69.94,8.65,92.27,25.77,44.00,29.55,79.55,43.18,11.36,6.82,6.82,0.00,0.00,0.00,0.00,4.55,6.82,9.09,2.27,6.82,6.82,2.27,9.09,2.27,0.00,0.00,0.00,0.00,4.55,2.27,2.27,2.27,0.00,2.27,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,2.27,0.00,2.27,0.00,0.00,11.36,0.00,4.55,0.00,9.09,0.00,2.27,9.09,2.27,18.18,2.27,6.82,11.36,11.36,0.00,0.00,2.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i looked into canada in april called embassy spoke to friends that are expats living there u toronto u nextremely difficult if youure americannyou best have 00000 in the bank if you want to get out of this surreal dystopian nightmare we are in nvaliumwellbutrin daily",46,80.93,90.38,16.76,4.13,46.00,21.74,76.09,47.83,15.22,10.87,2.17,2.17,6.52,0.00,0.00,4.35,2.17,17.39,6.52,2.17,4.35,0.00,19.57,6.52,2.17,0.00,2.17,0.00,6.52,2.17,4.35,0.00,0.00,0.00,10.87,0.00,2.17,0.00,0.00,6.52,0.00,0.00,6.52,4.35,0.00,4.35,4.35,2.17,2.17,0.00,2.17,0.00,2.17,0.00,0.00,10.87,4.35,2.17,2.17,4.35,2.17,6.52,10.87,0.00,15.22,0.00,10.87,4.35,2.17,0.00,0.00,2.17,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i quit for  months once and did it using zyban would never do it again i know smoking will likely kill me but another course of zyban or whatever the drug du jour is now would make me psychotic awful",41,5.06,4.41,71.40,3.09,41.00,12.20,85.37,56.10,19.51,9.76,9.76,0.00,0.00,0.00,0.00,9.76,2.44,4.88,14.63,7.32,7.32,2.44,24.39,2.44,0.00,2.44,2.44,2.44,7.32,2.44,4.88,0.00,2.44,0.00,0.00,0.00,0.00,0.00,0.00,19.51,2.44,4.88,4.88,2.44,2.44,4.88,0.00,0.00,0.00,0.00,4.88,0.00,2.44,0.00,2.44,2.44,0.00,2.44,0.00,0.00,0.00,2.44,12.20,2.44,12.20,0.00,0.00,12.20,2.44,0.00,0.00,0.00,0.00,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" my biggest flex is my ability to take my wellbutrin and then immediately nap before the ucenergizingud effect happens thus rendering the med useless nnfollow me for more mental health tips",31,71.73,9.86,90.96,1.23,31.00,29.03,77.42,45.16,12.90,12.90,12.90,0.00,0.00,0.00,0.00,0.00,6.45,9.68,3.23,6.45,6.45,0.00,9.68,12.90,9.68,0.00,0.00,3.23,3.23,0.00,3.23,0.00,0.00,3.23,0.00,0.00,0.00,0.00,0.00,6.45,3.23,6.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.23,0.00,3.23,0.00,0.00,12.90,0.00,3.23,6.45,3.23,0.00,0.00,9.68,3.23,12.90,0.00,3.23,9.68,0.00,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" epipenulobbying to have it required in schools then tripling price skechers shapeupsuad campaign suggesting shoes got you fit without working out dr drew  getting money from wellbutrin for recommending it on his shows",33,93.26,81.84,31.94,25.77,33.00,39.39,87.88,39.39,12.12,6.06,0.00,0.00,3.03,3.03,0.00,6.06,0.00,21.21,3.03,0.00,3.03,3.03,12.12,0.00,0.00,0.00,0.00,3.03,0.00,0.00,0.00,0.00,0.00,0.00,12.12,0.00,0.00,0.00,3.03,3.03,0.00,0.00,0.00,0.00,0.00,3.03,3.03,3.03,0.00,0.00,6.06,3.03,3.03,0.00,0.00,15.15,0.00,3.03,6.06,6.06,0.00,3.03,3.03,3.03,18.18,0.00,15.15,3.03,9.09,0.00,0.00,6.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" yuck ium on zoloft and wellbutrin i tried wellbutrin alone and it just made me very angry poor boyfriend uddude0 but switching from prozac to wellbutrin made me soooo dizzy it was awful",33,32.58,18.16,16.48,1.00,33.00,18.18,81.82,45.45,15.15,9.09,9.09,0.00,0.00,0.00,0.00,6.06,0.00,9.09,3.03,9.09,9.09,0.00,12.12,12.12,0.00,0.00,0.00,0.00,15.15,0.00,15.15,0.00,3.03,3.03,3.03,0.00,3.03,0.00,3.03,9.09,0.00,6.06,0.00,0.00,0.00,3.03,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,9.09,3.03,3.03,3.03,0.00,0.00,12.12,0.00,0.00,3.03,0.00,3.03,0.00,0.00,0.00,0.00,3.03,0.00,0.00,3.03,0.00,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" headache not sure ifn) hungover  only had one beer last nightn) periodn) stress  test this weekendn) had alcohol four days this past week as a wellbutrin usernni want to sleep",30,70.69,25.24,43.37,1.03,30.00,23.33,86.67,30.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,6.67,3.33,6.67,6.67,3.33,3.33,3.33,10.00,3.33,3.33,0.00,6.67,0.00,10.00,3.33,6.67,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,3.33,0.00,3.33,3.33,0.00,0.00,0.00,0.00,16.67,3.33,10.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,10.00,3.33,0.00,20.00,0.00,0.00,20.00,3.33,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,0.00
" lexapro killed mine entirely and it never came back tbh wellbutrin isn't supposed to be as bad but i'm definitely in minus land anyways",24,3.80,1.00,99.00,1.00,24.00,25.00,91.67,62.50,12.50,8.33,8.33,0.00,0.00,0.00,0.00,4.17,0.00,16.67,12.50,16.67,12.50,8.33,20.83,4.17,4.17,0.00,0.00,4.17,12.50,4.17,8.33,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,4.17,12.50,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,4.17,8.33,12.50,0.00,20.83,4.17,12.50,8.33,0.00,0.00,0.00,0.00,0.00,4.17,8.33,0.00,4.17,0.00,0.00,4.17,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00
" reminds me how the so called health professionals lie too much one told me i could go cold turkey off of wellbutrin and vyvanse without getting sick ucnever tested a patient that experienced a withdrawalu",35,60.73,19.58,13.15,1.91,35.00,28.57,77.14,42.86,11.43,8.57,8.57,0.00,0.00,0.00,0.00,2.86,8.57,8.57,2.86,8.57,8.57,2.86,17.14,5.71,0.00,2.86,2.86,2.86,2.86,0.00,2.86,0.00,0.00,0.00,5.71,0.00,0.00,0.00,0.00,8.57,0.00,2.86,2.86,0.00,0.00,2.86,5.71,0.00,0.00,2.86,5.71,0.00,5.71,0.00,0.00,2.86,0.00,0.00,0.00,2.86,0.00,8.57,2.86,0.00,5.71,2.86,2.86,0.00,5.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" im on wellbutrin and adderall now i never sleep my only path to salvation is ibuprofen pm",17,3.12,1.00,99.00,25.77,17.00,23.53,76.47,58.82,17.65,17.65,17.65,0.00,0.00,0.00,0.00,0.00,0.00,11.76,11.76,17.65,5.88,5.88,11.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,11.76,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.65,0.00,17.65,0.00,5.88,11.76,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" a friend of mine used wellbutrin and never smoked another cigarette from the time she started taking it it worked phenomenally for her",23,60.05,66.81,2.02,25.77,23.00,21.74,91.30,56.52,26.09,13.04,4.35,0.00,0.00,8.70,0.00,13.04,8.70,13.04,0.00,4.35,4.35,4.35,17.39,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,13.04,0.00,4.35,8.70,0.00,8.70,0.00,4.35,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,8.70,0.00,4.35,0.00,8.70,13.04,4.35,4.35,0.00,4.35,0.00,13.04,0.00,0.00,13.04,0.00,0.00,13.04,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" me ing my friends be sure to take ur medsnalso me who knows how many days without taking my lexaproamp;wellbutrin this sign canut stop me cause i canut read",30,13.07,9.13,98.01,84.54,30.00,16.67,76.67,43.33,30.00,23.33,20.00,0.00,3.33,0.00,0.00,6.67,0.00,6.67,3.33,3.33,3.33,3.33,16.67,0.00,0.00,6.67,0.00,3.33,3.33,3.33,0.00,0.00,0.00,0.00,10.00,0.00,3.33,0.00,0.00,16.67,3.33,6.67,0.00,0.00,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,3.33,0.00,0.00,6.67,3.33,0.00,10.00,0.00,6.67,0.00,0.00,6.67,3.33,0.00,0.00,0.00,0.00,0.00,3.33,0.00,3.33,0.00,0.00,0.00,3.33,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" which ineffective unproven drug?  after robinwilliams kill himself  the drug wellbutrin was made to list the side effect completedsuicide",19,96.93,70.08,4.05,1.00,9.50,31.58,73.68,36.84,10.53,5.26,0.00,0.00,0.00,5.26,0.00,5.26,10.53,10.53,5.26,0.00,0.00,0.00,10.53,5.26,5.26,5.26,0.00,0.00,10.53,0.00,10.53,0.00,5.26,0.00,5.26,0.00,0.00,0.00,5.26,10.53,5.26,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,0.00,10.53,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,10.53,0.00,0.00,10.53,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00
