Source (A),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
" tw suicidenneven on the highest recommended doses of lexapro and wellbutrin i am at best a blob who doesnut want to kill myself but also canut get out of bed or do anything productive for shit u can imagine what that does for my depression lmao",46,65.91,19.23,40.55,4.13,46.00,21.74,86.96,56.52,17.39,8.70,6.52,0.00,2.17,0.00,0.00,8.70,4.35,17.39,8.70,2.17,8.70,0.00,10.87,4.35,4.35,4.35,0.00,0.00,10.87,4.35,6.52,0.00,4.35,2.17,4.35,0.00,0.00,0.00,0.00,13.04,2.17,2.17,2.17,4.35,0.00,4.35,0.00,0.00,0.00,0.00,4.35,2.17,2.17,0.00,0.00,6.52,0.00,2.17,4.35,4.35,0.00,0.00,13.04,0.00,8.70,0.00,8.70,0.00,2.17,0.00,2.17,0.00,0.00,4.35,6.52,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" ps are you on wellbutrin bc wellbutrin honest to god changed my life like i still wanna die and canut sleep or eat but only lowkey now lmao",28,21.19,14.19,74.76,99.00,28.00,10.71,82.14,53.57,10.71,10.71,7.14,0.00,3.57,0.00,0.00,0.00,0.00,10.71,7.14,10.71,14.29,0.00,14.29,3.57,3.57,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,3.57,0.00,0.00,0.00,0.00,17.86,0.00,7.14,3.57,3.57,0.00,7.14,0.00,0.00,0.00,0.00,10.71,3.57,3.57,0.00,3.57,3.57,0.00,0.00,3.57,0.00,0.00,3.57,14.29,3.57,14.29,3.57,3.57,7.14,0.00,0.00,0.00,0.00,3.57,3.57,10.71,3.57,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" how much wellbutrin are you on? i was on it for a long time and also didnut get shwasted but one drink never fucked me up",26,16.45,12.43,98.79,1.00,13.00,7.69,88.46,61.54,15.38,11.54,7.69,0.00,3.85,0.00,0.00,3.85,3.85,15.38,7.69,11.54,15.38,3.85,15.38,0.00,0.00,3.85,3.85,3.85,3.85,0.00,3.85,0.00,3.85,0.00,3.85,0.00,0.00,0.00,0.00,11.54,0.00,3.85,0.00,0.00,3.85,3.85,0.00,0.00,0.00,0.00,7.69,0.00,0.00,3.85,3.85,7.69,0.00,0.00,3.85,3.85,0.00,7.69,7.69,0.00,23.08,0.00,15.38,7.69,0.00,3.85,0.00,0.00,0.00,0.00,3.85,3.85,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00
" i've had depression anxiety suicidal ideation panic attacks etcnnworked through seroquel citalopram wellbutrin cipralex therapy difficult to find a good fit; didn't end up killing myselfnnif i can make it through (and i'm really shit) you can too ",38,35.06,9.43,67.26,1.00,38.00,42.11,81.58,44.74,13.16,10.53,7.89,0.00,2.63,0.00,0.00,2.63,2.63,10.53,15.79,5.26,2.63,2.63,15.79,2.63,0.00,0.00,0.00,0.00,21.05,2.63,18.42,5.26,7.89,2.63,2.63,0.00,0.00,0.00,0.00,10.53,2.63,2.63,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,5.26,2.63,2.63,0.00,0.00,10.53,0.00,0.00,5.26,2.63,2.63,5.26,15.79,0.00,7.89,0.00,5.26,2.63,0.00,0.00,0.00,0.00,0.00,5.26,2.63,2.63,0.00,0.00,0.00,0.00,15.79,0.00,0.00,0.00,2.63,0.00,0.00,0.00,0.00,7.89,5.26,0.00
" i have depression and mild anxietynni take wellbutrin sertraline and trazodone (can't fall asleep without it if i don't take it i end up staying awake for  hours)nnsearch for a new therapist has been on pause since last year but hopefully i can find one ",46,35.67,1.00,99.00,25.77,46.00,21.74,82.61,52.17,13.04,8.70,8.70,0.00,0.00,0.00,0.00,4.35,2.17,13.04,10.87,2.17,8.70,6.52,17.39,4.35,0.00,0.00,2.17,0.00,4.35,2.17,2.17,0.00,0.00,2.17,0.00,0.00,0.00,0.00,0.00,15.22,2.17,2.17,4.35,4.35,0.00,8.70,0.00,0.00,0.00,0.00,4.35,2.17,2.17,0.00,0.00,6.52,0.00,0.00,2.17,4.35,0.00,2.17,17.39,2.17,21.74,4.35,6.52,13.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,4.35,0.00
" this helpful s is brought to you by mg of zoloft mg of wellbutrin and mg of adderall a daynnthat soldier from before? without those meds? not so helpful or focused or happynnmeds don't change who you are they let you be who you are",45,23.40,90.87,29.55,94.19,15.00,22.22,80.00,64.44,20.00,11.11,0.00,0.00,8.89,0.00,2.22,8.89,2.22,17.78,13.33,2.22,8.89,6.67,15.56,6.67,2.22,4.44,0.00,0.00,4.44,4.44,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,11.11,0.00,2.22,0.00,4.44,0.00,8.89,0.00,0.00,0.00,0.00,2.22,0.00,2.22,0.00,0.00,6.67,4.44,0.00,2.22,0.00,0.00,2.22,11.11,0.00,8.89,4.44,0.00,4.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,4.44,0.00,0.00,0.00,2.22,0.00,0.00
" god dammit the first few weeks being back on wellbutrin are fucking hell i will never sleep or eat again uaufe0f",21,18.82,1.00,99.00,1.00,21.00,14.29,90.48,47.62,4.76,4.76,4.76,0.00,0.00,0.00,0.00,0.00,4.76,4.76,14.29,14.29,4.76,4.76,19.05,9.52,0.00,0.00,4.76,4.76,9.52,0.00,9.52,0.00,9.52,0.00,0.00,0.00,0.00,0.00,0.00,9.52,0.00,0.00,0.00,4.76,4.76,4.76,0.00,0.00,0.00,0.00,14.29,4.76,0.00,4.76,4.76,9.52,0.00,4.76,4.76,0.00,0.00,0.00,9.52,4.76,28.57,0.00,9.52,23.81,0.00,0.00,0.00,0.00,9.52,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i'm trying but he suggested wellbutrin and um i hallucinate? i'll have to take my whole health notebook ( thick) in amp; my husband is my scribe amp; they won't let him attend amp; i didn't used to be afraid of change aging sucks lt;flailsgt;",45,8.69,5.99,82.75,1.00,22.50,13.33,82.22,48.89,22.22,22.22,15.56,0.00,0.00,4.44,2.22,0.00,0.00,8.89,17.78,0.00,4.44,4.44,26.67,2.22,0.00,0.00,0.00,2.22,4.44,0.00,4.44,2.22,2.22,0.00,11.11,2.22,0.00,0.00,6.67,11.11,0.00,4.44,0.00,2.22,0.00,4.44,4.44,0.00,0.00,2.22,4.44,0.00,4.44,0.00,0.00,6.67,2.22,2.22,0.00,2.22,0.00,4.44,15.56,4.44,11.11,4.44,4.44,2.22,0.00,0.00,0.00,0.00,0.00,0.00,4.44,2.22,0.00,0.00,2.22,0.00,26.67,0.00,0.00,0.00,11.11,2.22,0.00,0.00,0.00,8.89,4.44,0.00
" i never tried zoloft but prozac was bad and then wellbutrin almost killed me dew not recommend",17,1.00,1.00,99.00,1.00,17.00,11.76,88.24,52.94,11.76,11.76,11.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,11.76,17.65,11.76,11.76,0.00,0.00,0.00,0.00,0.00,11.76,0.00,11.76,0.00,5.88,0.00,5.88,0.00,0.00,0.00,0.00,23.53,0.00,0.00,0.00,5.88,5.88,11.76,0.00,0.00,0.00,0.00,11.76,0.00,11.76,0.00,0.00,11.76,0.00,5.88,0.00,0.00,5.88,11.76,0.00,5.88,11.76,0.00,0.00,11.76,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" depends wellbutrin did nothing at best possibly fucked up my muscles at worst but since taking fluoxetine (prozac) i haven't had any suicidal thoughts they used to be a daily occurrence",31,71.73,2.69,96.96,1.23,31.00,29.03,90.32,48.39,9.68,9.68,6.45,0.00,0.00,0.00,3.23,0.00,3.23,16.13,12.90,0.00,3.23,6.45,25.81,9.68,6.45,0.00,0.00,3.23,9.68,3.23,6.45,0.00,3.23,0.00,3.23,0.00,0.00,0.00,0.00,29.03,3.23,9.68,0.00,9.68,3.23,6.45,0.00,0.00,0.00,0.00,9.68,3.23,6.45,3.23,0.00,12.90,0.00,3.23,6.45,6.45,3.23,12.90,9.68,0.00,16.13,0.00,9.68,6.45,0.00,0.00,0.00,0.00,0.00,3.23,3.23,3.23,0.00,0.00,0.00,0.00,9.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.23,6.45,0.00
" trying to find small bits of joy and relief in the little things like how the weeks of multiple painful gi issues that came with changing my wellbutrin dose has finally ended udeuddnn(the joy i can find being related to my antidepressants side effects yes irony is noted)",49,85.53,34.14,97.35,91.78,49.00,18.37,87.76,44.90,10.20,6.12,6.12,0.00,0.00,0.00,0.00,4.08,6.12,14.29,8.16,4.08,4.08,0.00,16.33,2.04,2.04,2.04,0.00,4.08,8.16,6.12,2.04,0.00,0.00,0.00,2.04,0.00,0.00,0.00,0.00,14.29,8.16,6.12,0.00,2.04,0.00,0.00,2.04,0.00,0.00,2.04,6.12,0.00,6.12,0.00,0.00,4.08,0.00,2.04,2.04,0.00,0.00,4.08,10.20,0.00,18.37,4.08,8.16,6.12,0.00,0.00,0.00,0.00,0.00,0.00,2.04,0.00,0.00,2.04,0.00,0.00,4.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.08,0.00
" i yet again have taken my wellbutrin at night i am such a fucking idiot i need a pill by the day by my wall planner and change my name to like sarah because iull be organised",36,46.37,2.63,98.01,2.09,36.00,16.67,88.89,55.56,16.67,16.67,16.67,0.00,0.00,0.00,0.00,0.00,8.33,8.33,8.33,8.33,5.56,0.00,16.67,2.78,0.00,0.00,0.00,0.00,8.33,2.78,5.56,0.00,5.56,0.00,2.78,0.00,0.00,0.00,0.00,8.33,0.00,5.56,2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,2.78,2.78,2.78,2.78,0.00,0.00,0.00,2.78,0.00,2.78,13.89,2.78,19.44,2.78,5.56,11.11,0.00,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" not sure what an oomf is but i've been in prozac wellbutrin lexapro and zoloftnp nothing of notenw little less procrastinationnl nothing but a nearly deadly crater switching offnz changed my life but i've plateaued",35,17.04,1.00,95.88,78.19,35.00,25.71,74.29,51.43,11.43,8.57,8.57,0.00,0.00,0.00,0.00,2.86,5.71,5.71,11.43,2.86,11.43,8.57,14.29,2.86,2.86,2.86,0.00,2.86,2.86,2.86,0.00,0.00,0.00,0.00,2.86,0.00,0.00,0.00,0.00,25.71,0.00,2.86,0.00,2.86,8.57,11.43,0.00,0.00,0.00,0.00,5.71,0.00,5.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.71,8.57,0.00,11.43,2.86,5.71,2.86,2.86,0.00,0.00,0.00,0.00,0.00,2.86,0.00,2.86,0.00,0.00,0.00,5.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.71,0.00,0.00
" i forget my meds for two days and am like i canut feel anything ill never belong anywhere or find any sort of meaningful existence on this planet and then the zoloft and wellbutrin kick in and ium like nvm ium having a grand old timejust fuckin around ucufe0f",49,62.94,11.05,97.35,25.77,49.00,14.29,83.67,48.98,10.20,6.12,6.12,0.00,0.00,0.00,0.00,4.08,4.08,14.29,4.08,6.12,12.24,2.04,12.24,4.08,4.08,0.00,2.04,2.04,4.08,2.04,2.04,0.00,2.04,0.00,0.00,0.00,0.00,0.00,0.00,18.37,6.12,0.00,0.00,10.20,2.04,2.04,2.04,0.00,0.00,2.04,6.12,0.00,4.08,2.04,0.00,2.04,2.04,0.00,0.00,0.00,0.00,0.00,10.20,2.04,18.37,0.00,8.16,10.20,0.00,0.00,0.00,0.00,0.00,0.00,4.08,2.04,2.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" honestly i can tell that most of them do something for me when i run out of klonopin i get very anxious amp; have good olu fashioned exorcist panic attacks i canut sleep without trazzies brain is even more broke wout ritalin when i stop wellbutrin for a while i want to dead",53,34.80,9.34,72.17,1.00,53.00,20.75,83.02,50.94,18.87,15.09,13.21,0.00,0.00,0.00,1.89,3.77,1.89,13.21,7.55,7.55,5.66,1.89,15.09,5.66,3.77,3.77,0.00,3.77,11.32,3.77,7.55,3.77,1.89,1.89,3.77,0.00,0.00,0.00,0.00,7.55,0.00,0.00,1.89,3.77,0.00,1.89,0.00,0.00,0.00,0.00,5.66,3.77,1.89,0.00,0.00,7.55,0.00,0.00,1.89,3.77,1.89,1.89,15.09,0.00,11.32,1.89,1.89,7.55,0.00,0.00,0.00,0.00,0.00,1.89,0.00,0.00,0.00,0.00,0.00,0.00,1.89,0.00,0.00,0.00,1.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" lmao fuck wellbutrin i had that shit for one day and i literally thought i was high and i was damn near passing out the whole day obvi reacts different w different bodies but iuve never heard good things about it",41,33.72,1.00,99.00,3.09,41.00,14.63,87.80,46.34,17.07,9.76,9.76,0.00,0.00,0.00,0.00,7.32,2.44,9.76,7.32,4.88,7.32,2.44,17.07,7.32,4.88,0.00,2.44,2.44,12.20,4.88,7.32,0.00,7.32,0.00,2.44,0.00,0.00,0.00,0.00,14.63,2.44,2.44,0.00,0.00,2.44,7.32,2.44,0.00,2.44,0.00,7.32,4.88,0.00,2.44,0.00,4.88,0.00,0.00,2.44,2.44,0.00,9.76,2.44,0.00,17.07,2.44,7.32,7.32,0.00,0.00,0.00,0.00,0.00,0.00,9.76,9.76,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" yup its a common combo one np told me they call it welloft my dosage changes every now amp; then but i cant live without it (ive been off it a few times all terrible) the zoloft makes my depression and anxiety manageable amp; the wellbutrin gives me the boost to actually do shit",54,36.10,3.22,92.47,1.00,54.00,16.67,88.89,51.85,20.37,12.96,11.11,0.00,0.00,0.00,1.85,7.41,9.26,5.56,5.56,3.70,5.56,5.56,12.96,5.56,0.00,0.00,1.85,5.56,7.41,0.00,7.41,1.85,1.85,1.85,7.41,0.00,0.00,0.00,0.00,14.81,0.00,3.70,0.00,0.00,3.70,7.41,0.00,0.00,0.00,0.00,7.41,1.85,5.56,0.00,0.00,1.85,0.00,0.00,1.85,0.00,0.00,3.70,12.96,1.85,11.11,1.85,1.85,5.56,1.85,0.00,0.00,0.00,0.00,0.00,5.56,1.85,3.70,1.85,0.00,0.00,7.41,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,3.70,0.00
" i just take cbd for my pain anti depressants never did anything to less my depression or less suicidal i was taking amitriptyline for nerve pain which did help wellbutrin just make me sad and citalopram just made me dead to the world and no libido just weed helps me",50,17.56,5.50,43.37,1.00,50.00,14.00,88.00,52.00,18.00,14.00,14.00,0.00,0.00,0.00,0.00,4.00,2.00,8.00,6.00,10.00,6.00,4.00,16.00,6.00,4.00,2.00,0.00,4.00,12.00,2.00,10.00,0.00,0.00,6.00,4.00,0.00,0.00,0.00,0.00,10.00,0.00,4.00,0.00,4.00,2.00,2.00,4.00,0.00,0.00,4.00,8.00,2.00,4.00,2.00,0.00,8.00,4.00,0.00,2.00,4.00,0.00,8.00,6.00,0.00,4.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" iuve never tried prozac but zoloft made me completely lifeless and i gained so much weight ium on wellbutrinit didnut change me besides killing my appetite and giving me a lil energy and motivation to go abt my life and when i get depressed i physically cannot go as deep into",51,22.83,1.62,99.00,25.77,51.00,17.65,90.20,49.02,15.69,15.69,15.69,0.00,0.00,0.00,0.00,0.00,1.96,11.76,1.96,7.84,15.69,3.92,13.73,5.88,1.96,1.96,0.00,1.96,7.84,3.92,3.92,0.00,1.96,1.96,1.96,0.00,0.00,0.00,0.00,15.69,1.96,5.88,1.96,0.00,3.92,3.92,1.96,0.00,0.00,1.96,11.76,0.00,7.84,0.00,3.92,9.80,0.00,5.88,1.96,3.92,0.00,3.92,7.84,0.00,17.65,5.88,7.84,3.92,1.96,0.00,0.00,0.00,0.00,1.96,3.92,0.00,3.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" yes this i've struggled with it for yrs in  decided i wanted to try going off my meds (note definitely don't do that when you're building a house) wonderful husband great life by christmas i was nearly suicidal breaking down at work prozac amp; wellbutringodsends",45,52.71,32.84,71.70,94.19,45.00,22.22,84.44,51.11,17.78,11.11,8.89,0.00,2.22,0.00,0.00,6.67,2.22,17.78,11.11,6.67,2.22,2.22,20.00,4.44,0.00,2.22,0.00,0.00,8.89,6.67,2.22,2.22,0.00,0.00,4.44,2.22,0.00,0.00,2.22,11.11,2.22,0.00,2.22,4.44,2.22,0.00,0.00,0.00,0.00,0.00,4.44,0.00,4.44,0.00,0.00,13.33,2.22,4.44,4.44,2.22,0.00,6.67,13.33,2.22,15.56,2.22,8.89,4.44,2.22,0.00,2.22,0.00,2.22,2.22,2.22,0.00,0.00,2.22,0.00,0.00,13.33,0.00,0.00,0.00,2.22,0.00,0.00,0.00,0.00,6.67,4.44,0.00
" i took wellbutrin to quit smoking (it worked) felt very content and happy except for the sleepless nights so cut my dosage in half no other issues however a friend was taking it at the same time and became suicidal (ended up in hospital)",44,80.14,12.79,96.40,25.77,44.00,15.91,93.18,50.00,11.36,4.55,4.55,0.00,0.00,0.00,0.00,6.82,6.82,15.91,2.27,6.82,9.09,2.27,18.18,4.55,2.27,0.00,2.27,0.00,4.55,2.27,2.27,0.00,0.00,0.00,2.27,0.00,2.27,0.00,0.00,11.36,4.55,0.00,0.00,0.00,0.00,6.82,2.27,0.00,0.00,2.27,9.09,2.27,4.55,0.00,2.27,13.64,2.27,4.55,2.27,4.55,0.00,13.64,0.00,0.00,15.91,0.00,9.09,6.82,2.27,0.00,0.00,0.00,0.00,2.27,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00
" it depends many anti depressants have side effects for the first two to six weeks however if they are something you can't live with change them asap i tried wellbutrin mentally i felt amazing but i was also sweating like i was exercising  which was socially unacceptable",47,13.84,19.75,92.84,4.35,47.00,25.53,93.62,53.19,21.28,14.89,8.51,0.00,2.13,0.00,4.26,6.38,2.13,8.51,10.64,4.26,8.51,2.13,19.15,2.13,2.13,2.13,6.38,2.13,6.38,2.13,4.26,0.00,0.00,2.13,8.51,0.00,0.00,0.00,0.00,21.28,6.38,6.38,2.13,6.38,0.00,8.51,2.13,0.00,0.00,2.13,6.38,2.13,4.26,0.00,0.00,8.51,2.13,4.26,2.13,0.00,0.00,10.64,10.64,0.00,8.51,2.13,2.13,4.26,0.00,2.13,0.00,0.00,0.00,0.00,2.13,0.00,2.13,0.00,0.00,0.00,2.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.13,0.00,0.00
" i also have  full fucking bottles of ranitidine from when wellbutrin tried to kill me via suffocation but i lived bitch",21,41.91,1.00,98.01,1.00,21.00,23.81,80.95,52.38,14.29,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,19.05,4.76,9.52,14.29,0.00,14.29,9.52,0.00,4.76,0.00,0.00,14.29,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,9.52,0.00,4.76,4.76,0.00,4.76,0.00,4.76,0.00,0.00,0.00,9.52,4.76,0.00,14.29,0.00,9.52,4.76,0.00,0.00,0.00,0.00,0.00,4.76,9.52,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i will never forget the interview i had with late actor jim varney who told me that wellbutrin saved and changed his life he had been depressed his whole life and was afraid medication would diminish his creativity it made his life worth living",44,5.63,81.84,1.00,3.73,44.00,15.91,88.64,50.00,25.00,18.18,6.82,0.00,0.00,11.36,0.00,6.82,2.27,2.27,13.64,2.27,4.55,2.27,25.00,4.55,0.00,2.27,0.00,2.27,6.82,2.27,4.55,2.27,0.00,2.27,18.18,0.00,0.00,0.00,11.36,11.36,0.00,6.82,2.27,0.00,2.27,0.00,0.00,0.00,0.00,0.00,11.36,0.00,11.36,0.00,0.00,2.27,0.00,2.27,0.00,0.00,0.00,15.91,2.27,2.27,6.82,2.27,0.00,4.55,2.27,2.27,0.00,2.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" pretty sure i cant take wellbutrin might be able to take lithium depending on inactive ingredients  nnnever tried lithium unless those coin batteries count",24,72.69,4.80,23.51,99.00,24.00,33.33,66.67,33.33,8.33,4.17,4.17,0.00,0.00,0.00,0.00,4.17,0.00,12.50,8.33,0.00,4.17,4.17,20.83,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,4.17,0.00,12.50,4.17,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,8.33,0.00,8.33,0.00,4.17,16.67,4.17,4.17,0.00,4.17,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" as a cis woman i was always cold then i went on wellbutrin and was never cold bodies are fucking weird",21,18.82,7.67,98.01,1.00,21.00,9.52,90.48,52.38,9.52,9.52,9.52,0.00,0.00,0.00,0.00,0.00,4.76,9.52,14.29,4.76,14.29,4.76,19.05,23.81,4.76,0.00,0.00,0.00,9.52,0.00,9.52,0.00,4.76,0.00,4.76,0.00,0.00,4.76,0.00,9.52,0.00,0.00,0.00,0.00,9.52,0.00,9.52,0.00,0.00,9.52,9.52,4.76,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,4.76,4.76,23.81,4.76,4.76,14.29,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i rly could talk about how much i love wellbutrin all day like i rly wasted time taking zoloft and had unbearable zoloftadderall induced anxiety for an entire year when i lived alone in portland causing me to not leave my appt for multiple days at a time that's wild",50,63.83,11.52,96.63,4.95,50.00,16.00,82.00,44.00,14.00,12.00,12.00,0.00,0.00,0.00,0.00,2.00,4.00,14.00,6.00,6.00,6.00,2.00,12.00,2.00,2.00,4.00,0.00,8.00,6.00,2.00,4.00,2.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00,14.00,2.00,6.00,2.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,6.00,0.00,4.00,0.00,0.00,4.00,2.00,0.00,0.00,2.00,0.00,4.00,6.00,0.00,18.00,2.00,4.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00
" ive never had trouble sleeping while on cymbalta until this psychiatrist decided to double my wellbutrin dose overnight kmft and i dont have any  leftover psychiatrists keep fucking up my brain when i need to study and then i cant do shit about it",44,5.63,1.00,98.47,1.00,44.00,22.73,86.36,56.82,18.18,13.64,13.64,0.00,0.00,0.00,0.00,4.55,0.00,13.64,11.36,6.82,13.64,6.82,20.45,4.55,0.00,2.27,2.27,4.55,6.82,0.00,6.82,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,11.36,2.27,0.00,2.27,2.27,2.27,2.27,0.00,0.00,0.00,0.00,11.36,6.82,2.27,2.27,0.00,4.55,0.00,0.00,2.27,0.00,2.27,4.55,15.91,2.27,18.18,0.00,6.82,11.36,2.27,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" bupropion xl (wellbutrin) i was finally able to fucking orgasm again live without a migraine daily not crying  truly was like a light switch for me along with eating vegetarian and ensuring i had proper vitamins",36,75.90,1.38,58.07,2.09,36.00,25.00,83.33,52.78,8.33,8.33,8.33,0.00,0.00,0.00,0.00,0.00,5.56,16.67,8.33,8.33,2.78,5.56,16.67,5.56,2.78,0.00,0.00,0.00,8.33,2.78,5.56,0.00,2.78,2.78,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,2.78,5.56,2.78,2.78,0.00,0.00,19.44,2.78,8.33,5.56,5.56,2.78,0.00,2.78,0.00,0.00,0.00,8.33,2.78,0.00,8.33,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,2.78,2.78,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00
" have you ever tried lexipro? it was likw a light went on i've never been suicidal since i turned a friend onto it and she couldnt believe it either might work for you on wellbutrin also cheers",37,11.40,60.66,84.25,75.85,18.50,13.51,91.89,64.86,21.62,13.51,5.41,0.00,5.41,2.70,0.00,8.11,5.41,13.51,16.22,8.11,5.41,5.41,27.03,2.70,2.70,0.00,0.00,2.70,2.70,2.70,0.00,0.00,0.00,0.00,10.81,0.00,2.70,2.70,0.00,18.92,2.70,2.70,2.70,2.70,5.41,2.70,2.70,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.11,2.70,5.41,0.00,0.00,0.00,13.51,10.81,2.70,21.62,5.41,8.11,8.11,2.70,0.00,0.00,0.00,0.00,2.70,0.00,0.00,0.00,0.00,0.00,0.00,5.41,0.00,0.00,0.00,0.00,2.70,0.00,0.00,0.00,2.70,0.00,0.00
